"sites","value","cp"
"Tractor",0.9983,"2009-2011"
"MullerB",0.9579,"2008-2009"
"Hrdy",0.991,"2007-2008"
"Fong",0.9998,"2010-2011"
"Sperandio",0.985,"2009-2011"
"H16",0.9985,"2008-2009"
"Barger",1,"2008-2009"
"Hrdy",0.9998,"2008-2009"
"BC2",0.9692,"2009-2011"
"Sperandio",0.9964,"2009-2011"
"Barger",0.987,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
