"sites","value","cp"
"Tractor",0.9979,"2009-2011"
"MullerB",0.9585,"2008-2009"
"Hrdy",0.9916,"2007-2008"
"Fong",0.9995,"2010-2011"
"H16",0.9981,"2008-2009"
"Barger",0.9999,"2008-2009"
"Sperandio",0.9859,"2009-2011"
"Hrdy",1,"2008-2009"
"BC2",0.9687,"2009-2011"
"Barger",0.9894,"2008-2009"
"Sperandio",0.997,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
