"sites","value","cp"
"H16",0.9796,"2006-2007"
"Hrdy",0.9984,NA
"Tractor",0.9537,"2009-2011"
"Fong",0.9999,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9999,"2009-2011"
"Butler",0.9637,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Turkovich",0.9765,"2008-2009"
"Hrdy",0.9873,"2007-2008"
"Sperandio",0.9698,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
