"sites","value","cp"
"MullerB",0.9583,"2008-2009"
"Hrdy",0.988,"2007-2008"
"Tractor",0.9983,"2009-2011"
"Fong",0.9996,"2010-2011"
"H16",0.9984,"2008-2009"
"Sperandio",0.9854,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"BC2",0.9679,"2009-2011"
"Barger",0.9999,"2008-2009"
"Sperandio",0.9968,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9891,"2008-2009"
"Barger",1,"2009-2011"
