"sites","value","cp"
"Hrdy",0.9878,"2007-2008"
"MullerB",0.9557,"2008-2009"
"Tractor",0.998,"2009-2011"
"Fong",0.9996,"2010-2011"
"Sperandio",0.9839,"2009-2011"
"H16",0.9985,"2008-2009"
"Barger",1,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9673,"2009-2011"
"Sperandio",0.9965,"2009-2011"
"Barger",0.9868,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
