"sites","value","cp"
"Hrdy",0.9989,NA
"H16",0.9838,"2006-2007"
"Tractor",0.9512,"2009-2011"
"Barger",0.9997,"2006-2007"
"BC2",0.9999,NA
"Fong",0.9999,"2012-2013"
"MullerB",1,"2009-2011"
"Hrdy",0.9998,"2009-2011"
"Butler",0.9655,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Turkovich",0.9751,"2008-2009"
"Sperandio",0.9668,"2007-2008"
"Hrdy",0.9882,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9998,"2006-2007"
