"sites","value","cp"
"H16",0.9799,"2006-2007"
"Hrdy",0.9994,NA
"Fong",1,"2012-2013"
"Tractor",0.9495,"2009-2011"
"Barger",0.9996,"2006-2007"
"BC2",0.9998,NA
"MullerB",1,"2009-2011"
"Butler",0.9647,"2008-2009"
"Hrdy",0.9996,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9752,"2008-2009"
"Sperandio",0.9664,"2007-2008"
"Hrdy",0.9898,"2007-2008"
"Barger",1,"2012-2013"
"Barger",1,"2006-2007"
