"sites","value","cp"
"Fong",0.9996,"2010-2011"
"Sperandio",0.9847,"2009-2011"
"Tractor",0.9977,"2009-2011"
"Sperandio",0.997,"2009-2011"
"Barger",0.9817,"2007-2008"
"Barger",0.9998,"2008-2009"
"Barger",0.99,"2008-2009"
"Barger",1,"2009-2011"
"H16",0.9988,"2008-2009"
"MullerB",0.9571,"2008-2009"
"Hrdy",0.9885,"2007-2008"
"Hrdy",1,"2008-2009"
"MullerB",1,"2011-2012"
"Hrdy",0.9998,"2009-2011"
"BC2",0.9912,"2008-2009"
