"sites","value","cp"
"MullerB",0.9552,"2008-2009"
"Tractor",0.9972,"2009-2011"
"Hrdy",0.9896,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.999,"2008-2009"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9863,"2009-2011"
"BC2",0.9652,"2009-2011"
"Barger",0.9908,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9963,"2009-2011"
"Barger",1,"2009-2011"
