"sites","value","cp"
"Tractor",0.9983,"2009-2011"
"MullerB",0.9539,"2008-2009"
"Hrdy",0.9894,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.999,"2008-2009"
"Sperandio",0.9831,"2009-2011"
"BC2",0.9701,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9947,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9899,"2008-2009"
"Barger",1,"2009-2011"
