"sites","value","cp"
"MullerB",0.958,"2008-2009"
"Tractor",0.9977,"2009-2011"
"Hrdy",0.99,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.9994,"2008-2009"
"Sperandio",0.9859,"2009-2011"
"Barger",0.9996,"2008-2009"
"BC2",0.967,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9951,"2009-2011"
"Barger",0.9881,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
