"sites","value","cp"
"MullerB",0.9576,"2008-2009"
"Tractor",0.9973,"2009-2011"
"Hrdy",0.9881,"2007-2008"
"Fong",0.9993,"2010-2011"
"H16",0.9986,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.9685,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9846,"2009-2011"
"Barger",0.9904,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9964,"2009-2011"
"Barger",1,"2009-2011"
