"sites","value","cp"
"MullerB",0.9604,"2008-2009"
"Tractor",0.9976,"2009-2011"
"Hrdy",0.9888,"2007-2008"
"Fong",0.9996,"2010-2011"
"Sperandio",0.9844,"2009-2011"
"H16",0.9993,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.968,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"Sperandio",0.997,"2009-2011"
"Barger",0.9917,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
