"sites","value","cp"
"MullerB",0.9593,"2008-2009"
"Tractor",0.9982,"2009-2011"
"Hrdy",0.9888,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9993,"2008-2009"
"Sperandio",0.9882,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"BC2",0.9668,"2009-2011"
"Sperandio",0.9961,"2009-2011"
"Barger",0.986,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
