"sites","value","cp"
"H16",0.9818,"2006-2007"
"Hrdy",0.9989,NA
"Tractor",0.95,"2009-2011"
"Fong",1,"2012-2013"
"BC2",0.9999,NA
"Barger",0.9997,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9998,"2009-2011"
"Butler",0.9724,"2008-2009"
"MullerB",1,"2008-2009"
"Sperandio",0.9687,"2007-2008"
"Hrdy",0.9906,"2007-2008"
"Turkovich",0.9751,"2008-2009"
"Barger",1,"2012-2013"
"Barger",0.9997,"2006-2007"
