"sites","value","cp"
"Tractor",0.9971,"2009-2011"
"MullerB",0.9604,"2008-2009"
"Hrdy",0.9891,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.9986,"2008-2009"
"Sperandio",0.9862,"2009-2011"
"BC2",0.9693,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"Barger",1,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9893,"2008-2009"
"Barger",1,"2009-2011"
