"sites","value","cp"
"Hrdy",0.9991,NA
"Tractor",0.9519,"2009-2011"
"Fong",0.9998,"2012-2013"
"H16",0.9806,"2006-2007"
"BC2",1,NA
"Barger",0.9991,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9993,"2009-2011"
"Butler",0.9653,"2008-2009"
"MullerB",0.9998,"2008-2009"
"Turkovich",0.9739,"2008-2009"
"Sperandio",0.9618,"2007-2008"
"Hrdy",0.9874,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9997,"2006-2007"
