"sites","value","cp"
"Tractor",0.9976,"2009-2011"
"MullerB",0.9565,"2008-2009"
"Hrdy",0.9899,"2007-2008"
"Fong",0.9993,"2010-2011"
"Sperandio",0.9844,"2009-2011"
"H16",0.9992,"2008-2009"
"Hrdy",1,"2008-2009"
"Barger",0.9999,"2008-2009"
"BC2",0.9702,"2009-2011"
"Sperandio",0.9968,"2009-2011"
"Barger",0.9885,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
