"sites","value","cp"
"MullerB",0.9567,"2008-2009"
"Tractor",0.9972,"2009-2011"
"Hrdy",0.9891,"2007-2008"
"Fong",0.9995,"2010-2011"
"H16",0.9987,"2008-2009"
"Sperandio",0.9865,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"BC2",0.968,"2009-2011"
"Barger",1,"2008-2009"
"Sperandio",0.9961,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9895,"2008-2009"
"Barger",1,"2009-2011"
