"sites","value","cp"
"Tractor",0.998,"2009-2011"
"Hrdy",0.9872,"2007-2008"
"MullerB",0.9604,"2008-2009"
"Fong",0.9997,"2010-2011"
"H16",0.9995,"2008-2009"
"Sperandio",0.9855,"2009-2011"
"BC2",0.9658,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",0.9998,"2008-2009"
"Sperandio",0.9962,"2009-2011"
"Barger",0.9881,"2008-2009"
"MullerB",1,"2009-2011"
"Barger",1,"2009-2011"
