"sites","value","cp"
"Hrdy",0.9989,NA
"H16",0.9802,"2006-2007"
"Tractor",0.9534,"2009-2011"
"Barger",0.9999,"2006-2007"
"Fong",1,"2012-2013"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9998,"2009-2011"
"Butler",0.968,"2008-2009"
"MullerB",1,"2008-2009"
"Hrdy",0.988,"2007-2008"
"Barger",1,"2012-2013"
"Turkovich",0.9763,"2008-2009"
"Sperandio",0.9638,"2007-2008"
"Barger",0.9998,"2006-2007"
