"sites","value","cp"
"Fong",0.9997,"2010-2011"
"Sperandio",0.9847,"2009-2011"
"Tractor",0.9985,"2009-2011"
"Sperandio",0.9956,"2009-2011"
"Barger",0.9842,"2007-2008"
"Barger",1,"2008-2009"
"Barger",0.9862,"2008-2009"
"Barger",1,"2009-2011"
"H16",0.9993,"2008-2009"
"Hrdy",0.9892,"2007-2008"
"MullerB",0.9565,"2008-2009"
"Hrdy",0.9998,"2008-2009"
"Hrdy",1,"2009-2011"
"MullerB",1,"2011-2012"
"BC2",0.9921,"2008-2009"
