"sites","value","cp"
"Tractor",0.9983,"2009-2011"
"Hrdy",0.9901,"2007-2008"
"MullerB",0.9541,"2008-2009"
"Fong",0.9994,"2010-2011"
"H16",0.9988,"2008-2009"
"Sperandio",0.9854,"2009-2011"
"Barger",0.9998,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9681,"2009-2011"
"Barger",0.9889,"2008-2009"
"Sperandio",0.9969,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
