"sites","value","cp"
"Tractor",0.9976,"2009-2011"
"MullerB",0.9591,"2008-2009"
"Hrdy",0.9898,"2007-2008"
"Fong",0.9993,"2010-2011"
"H16",0.999,"2008-2009"
"Sperandio",0.9858,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",0.9997,"2008-2009"
"BC2",0.968,"2009-2011"
"Sperandio",0.9962,"2009-2011"
"Barger",0.9884,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
