"sites","value","cp"
"Hrdy",0.9912,"2007-2008"
"MullerB",0.955,"2008-2009"
"Tractor",0.998,"2009-2011"
"Fong",0.9998,"2010-2011"
"H16",0.9983,"2008-2009"
"Sperandio",0.9827,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9953,"2009-2011"
"Barger",0.9894,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9995,"2009-2011"
"Barger",1,"2009-2011"
