"sites","value","cp"
"Tractor",0.999,"2009-2011"
"Hrdy",0.9906,"2007-2008"
"MullerB",0.9576,"2008-2009"
"Fong",0.9998,"2010-2011"
"H16",0.9983,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.9714,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9831,"2009-2011"
"Barger",0.9886,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9973,"2009-2011"
"Barger",1,"2009-2011"
