"sites","value","cp"
"Tractor",0.9976,"2009-2011"
"Hrdy",0.9893,"2007-2008"
"MullerB",0.9603,"2008-2009"
"Fong",0.9997,"2010-2011"
"H16",0.9981,"2008-2009"
"Sperandio",0.9849,"2009-2011"
"Barger",0.9999,"2008-2009"
"BC2",0.9665,"2009-2011"
"Hrdy",1,"2008-2009"
"Barger",0.9893,"2008-2009"
"Sperandio",0.9971,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
