"sites","value","cp"
"H16",0.9795,"2006-2007"
"Tractor",0.951,"2009-2011"
"Hrdy",0.9992,NA
"Barger",0.9999,"2006-2007"
"Fong",0.9999,"2012-2013"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9999,"2009-2011"
"Butler",0.969,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Turkovich",0.9756,"2008-2009"
"Sperandio",0.9615,"2007-2008"
"Hrdy",0.9902,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
