"sites","value","cp"
"Tractor",0.9972,"2009-2011"
"Hrdy",0.9889,"2007-2008"
"MullerB",0.9607,"2008-2009"
"Fong",0.999,"2010-2011"
"H16",0.9986,"2008-2009"
"Sperandio",0.9854,"2009-2011"
"Hrdy",1,"2008-2009"
"BC2",0.9698,"2009-2011"
"Barger",0.9998,"2008-2009"
"Sperandio",0.9967,"2009-2011"
"Barger",0.987,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
