"sites","value","cp"
"Tractor",0.9966,"2009-2011"
"Hrdy",0.99,"2007-2008"
"MullerB",0.9614,"2008-2009"
"Fong",0.9998,"2010-2011"
"Sperandio",0.9842,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9657,"2009-2011"
"H16",0.9992,"2008-2009"
"Sperandio",0.9962,"2009-2011"
"Barger",0.9874,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
