"sites","value","cp"
"Tractor",0.998,"2009-2011"
"MullerB",0.956,"2008-2009"
"Hrdy",0.9907,"2007-2008"
"Fong",0.9995,"2010-2011"
"H16",0.9988,"2008-2009"
"Sperandio",0.9852,"2009-2011"
"Barger",0.9998,"2008-2009"
"BC2",0.9703,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"Sperandio",0.9969,"2009-2011"
"Barger",0.9884,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
