"sites","value","cp"
"Tractor",0.9973,"2009-2011"
"MullerB",0.9571,"2008-2009"
"Hrdy",0.9876,"2007-2008"
"Fong",0.9997,"2010-2011"
"Sperandio",0.986,"2009-2011"
"H16",0.9994,"2008-2009"
"Barger",0.9997,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9655,"2009-2011"
"Sperandio",0.9971,"2009-2011"
"Barger",0.9872,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
