"sites","value","cp"
"H16",0.9801,"2006-2007"
"Tractor",0.9542,"2009-2011"
"Hrdy",0.9987,NA
"Fong",0.9999,"2012-2013"
"Barger",1,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Butler",0.9658,"2008-2009"
"Hrdy",0.9999,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9743,"2008-2009"
"Sperandio",0.967,"2007-2008"
"Hrdy",0.9884,"2007-2008"
"Barger",1,"2012-2013"
"Barger",1,"2006-2007"
