"sites","value","cp"
"H16",0.9827,"2006-2007"
"Tractor",0.9517,"2009-2011"
"Hrdy",0.9995,NA
"Fong",0.9999,"2012-2013"
"Barger",0.9996,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Butler",0.9658,"2008-2009"
"Hrdy",0.9993,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9761,"2008-2009"
"Sperandio",0.9644,"2007-2008"
"Barger",1,"2012-2013"
"Hrdy",0.9888,"2007-2008"
"Barger",1,"2006-2007"
