"sites","value","cp"
"H16",0.9823,"2006-2007"
"Tractor",0.9497,"2009-2011"
"Hrdy",0.9984,NA
"Fong",0.9998,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.97,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9752,"2008-2009"
"Sperandio",0.9663,"2007-2008"
"Hrdy",0.988,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
