"sites","value","cp"
"Tractor",0.9982,"2009-2011"
"MullerB",0.9559,"2008-2009"
"Hrdy",0.9877,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9992,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.9648,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9851,"2009-2011"
"Barger",0.9891,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9968,"2009-2011"
"Barger",1,"2009-2011"
