"sites","value","cp"
"H16",0.9815,"2006-2007"
"Tractor",0.9524,"2009-2011"
"Fong",0.9999,"2012-2013"
"Hrdy",0.9991,NA
"Barger",0.9994,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Butler",0.967,"2008-2009"
"Hrdy",0.9994,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9748,"2008-2009"
"Sperandio",0.9643,"2007-2008"
"Hrdy",0.9887,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
