"sites","value","cp"
"Tractor",0.9984,"2009-2011"
"MullerB",0.9588,"2008-2009"
"Hrdy",0.9912,"2007-2008"
"Fong",0.9998,"2010-2011"
"Sperandio",0.9855,"2009-2011"
"H16",0.9988,"2008-2009"
"Hrdy",1,"2008-2009"
"Barger",0.9998,"2008-2009"
"Sperandio",0.9955,"2009-2011"
"Barger",0.9877,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9993,"2009-2011"
"Barger",1,"2009-2011"
