"sites","value","cp"
"Tractor",0.9973,"2009-2011"
"MullerB",0.956,"2008-2009"
"Hrdy",0.9903,"2007-2008"
"Fong",0.9997,"2010-2011"
"H16",0.9987,"2008-2009"
"Sperandio",0.9853,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9971,"2009-2011"
"Barger",0.9905,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9996,"2009-2011"
"Barger",1,"2009-2011"
