"sites","value","cp"
"H16",0.9817,"2006-2007"
"Tractor",0.9502,"2009-2011"
"Hrdy",0.999,NA
"Fong",0.9998,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9997,"2009-2011"
"Butler",0.9654,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9764,"2008-2009"
"Sperandio",0.9618,"2007-2008"
"Barger",1,"2012-2013"
"Hrdy",0.9886,"2007-2008"
"Barger",0.9996,"2006-2007"
