"sites","value","cp"
"H16",0.98,"2006-2007"
"Hrdy",0.9989,NA
"Tractor",0.9516,"2009-2011"
"Fong",0.9998,"2012-2013"
"Barger",0.9995,"2006-2007"
"BC2",0.9998,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9699,"2008-2009"
"MullerB",0.9998,"2008-2009"
"Turkovich",0.9748,"2008-2009"
"Sperandio",0.9656,"2007-2008"
"Hrdy",0.9888,"2007-2008"
"Barger",1,"2012-2013"
"Barger",1,"2006-2007"
