"sites","value","cp"
"Tractor",0.998,"2009-2011"
"MullerB",0.9594,"2008-2009"
"Hrdy",0.99,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9984,"2008-2009"
"Sperandio",0.9854,"2009-2011"
"Barger",0.9997,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9663,"2009-2011"
"Sperandio",0.9969,"2009-2011"
"Barger",0.9905,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
