"","mean","median","min","max","sd","group","assembly"
"1",27.96,9,1,254,53.2950815205842,"plants","early"
"2",50.0689655172414,10,1,705,109.592364644553,"plants","late"
"3",21.5076923076923,5,1,316,48.8208213383782,"pollinators","early"
"4",31.9120879120879,5,1,833,110.090230503251,"pollinators","late"
